Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Cu (at.%)
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,29.0,15.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Kotil; H. Sehitoglu; H. J. Maier and Y. I. Chumlyakov,Materials Science and Engineering: A,Transformation and detwinning induced electrical resistance variations in NiTiCu,2003.0,29.0,32.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,29.0,29.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,29.0,22.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,29.0,58.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,29.0,36.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,29.0,37.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,29.0,20.0,37.0,Ni37.0Ti46.5Cu16.5 %,46.5,16.5
A. Nespoli; E. Villa and F. Passaretti,Journal of Alloys and Compounds,Effect of Yttrium on microstructure; thermal properties and damping capacity of Ni41Ti50Cu9 alloy,2015.0,29.0,26.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
G. C. Hur and T. H. Nam,Pacific Rim International Conference on Advanced Materials and Processing,Transformation behavior and shape memory characteristics of Ti-(50-X)Ni-XCu(X=0-5) alloys,1995.0,28.0,25.0,46.0,Ni46.0Ti50.0Cu4.0 %,50.0,4.0
T. Nam; I. Ahn; S. Hur and S. Kang,Advances in Powder Metallurgy and Particulate Materials,Martensitic Transformation Behaviors of Ti-Ni-Cu Shape Memory Alloy Powders Fabricated by Ball Milling Method,1999.0,28.0,9.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,28.0,44.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,28.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,28.0,27.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
G. C. Hur and T. H. Nam,Pacific Rim International Conference on Advanced Materials and Processing,Transformation behavior and shape memory characteristics of Ti-(50-X)Ni-XCu(X=0-5) alloys,1995.0,27.0,6.0,47.0,Ni47.0Ti50.0Cu3.0 %,50.0,3.0
H. Rösner; A. V. Shelyakov; A. M. Glezer; K. Feit and P. Schloßmacher,Materials Science and Engineering: A,A study of an amorphous-crystalline structured Ti–25Ni–25Cu (at.%) shape memory alloy,1999.0,27.0,-5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Ranucci; S. Besseghini and G. Airoldi,Materials Science Forum,The pseudoelasticity of a Ni45Ti50Cu5 alloy,2000.0,27.0,29.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
H. Rösner; A. V. Shelyakov; A. M. Glezer and P. Schloßmacher,Materials Science and Engineering: A,On the origin of the two-stage behavior of the martensitic transformation of Ti50Ni25Cu25 shape memory Melt Spun ribbons,2001.0,27.0,-6.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,27.0,7.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-m. Park; J.-h. Oh; Y.-w. Kim and T.-h. Nam,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–25Ni–25Cu (at.%) alloy ribbons,2006.0,27.0,34.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Thomasová; H. Seiner; P. Sedlák; M. Frost; M. Ševčík; I. Szurman; R. Kocich; J. Drahokoupil; P. Šittner and M. Landa,Acta Materialia,Evolution of macroscopic elastic moduli of martensitic polycrystalline NiTi and NiTiCu shape memory alloys with pseudoplastic straining,2017.0,27.0,29.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,26.0,-74.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
T. Nam; I. Ahn; S. Hur and S. Kang,Advances in Powder Metallurgy and Particulate Materials,Martensitic Transformation Behaviors of Ti-Ni-Cu Shape Memory Alloy Powders Fabricated by Ball Milling Method,1999.0,26.0,-2.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
M. H. Ren; L. Wang; D. Xu and B. C. Cai,Materials & Design,Sputter-deposited Ti–Ni–Cu shaped memory alloy thin films,2000.0,26.0,21.0,45.4,Ni45.4Ti49.6Cu5.0 %,49.6,5.0
M. H. Ren; L. Wang; D. Xu and B. C. Cai,Materials & Design,Sputter-deposited Ti–Ni–Cu shaped memory alloy thin films,2000.0,26.0,22.0,43.8,Ni43.8Ti51.2Cu5.0 %,51.2,5.0
L. Litynska; P. Vermaut; J. Morgiel; J. Dutkiewicz; P. Ochin and R. Portier,Journal de Physique IV,Martensitic transformation and microstructure of rapidly solidified Ti50-xNi25Cu25Zrx shap memory alloys,2001.0,26.0,7.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Santamarta; J. Pons and E. Cesari,Journal de Physique IV,Thermo-mechanical behaviour of a Ni-Ti-Cu melt spun alloy,2001.0,26.0,35.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Santamarta; J. Pons and E. Cesari,Journal de Physique IV,Thermo-mechanical behaviour of a Ni-Ti-Cu melt spun alloy,2001.0,26.0,22.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-W. Kim and T.-H. Nam,Scripta Materialia,The effect of the Melt Spun processing parameters on the martensitic transformation in Ti50–Ni35–Cu15 shape memory alloys,2004.0,26.0,-9.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,26.0,29.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,26.0,17.0,37.5,Ni37.5Ti40.5Cu22.0 %,40.5,22.0
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,25.0,33.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,25.0,44.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,25.0,13.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,25.0,16.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-m. Park; J.-h. Oh; Y.-w. Kim and T.-h. Nam,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–25Ni–25Cu (at.%) alloy ribbons,2006.0,25.0,24.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,25.0,31.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,25.0,25.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
R. Zarnetta; P. J. S. Buenconsejo; A. Savan; S. Thienhaus and A. Ludwig,Intermetallics,High-throughput study of martensitic transformations in the complete Ti–Ni–Cu system,2012.0,25.0,4.0,63.5,Ni63.5Ti35.0Cu1.5 %,35.0,1.5
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,25.0,73.0,39.75,Ni39.75Ti50.25Cu10.0 %,50.25,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,24.0,23.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
G. C. Hur and T. H. Nam,Pacific Rim International Conference on Advanced Materials and Processing,Transformation behavior and shape memory characteristics of Ti-(50-X)Ni-XCu(X=0-5) alloys,1995.0,24.0,30.0,46.0,Ni46.0Ti50.0Cu4.0 %,50.0,4.0
T. Goryczka; M. Karolus; P. Ochin and H. Morawiec,Journal de Physique IV,Structure of melt spun Ni25Ti50Cu25 ribbons studied by X-ray diffraction,2001.0,24.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,24.0,-66.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,24.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,24.0,22.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-m. Park; J.-h. Oh; Y.-w. Kim and T.-h. Nam,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–25Ni–25Cu (at.%) alloy ribbons,2006.0,24.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,24.0,-8.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,24.0,17.0,37.0,Ni37.0Ti49.0Cu14.0 %,49.0,14.0
R. Zarnetta; S. Kneip; C. Somsen and A. Ludwig,Materials Science and Engineering: A,High-throughput characterization of mechanical properties of Ti–Ni–Cu shape memory thin films at elevated temperature,2011.0,24.0,7.0,28.0,Ni28.0Ti63.0Cu9.0 %,63.0,9.0
R. Zarnetta; P. J. S. Buenconsejo; A. Savan; S. Thienhaus and A. Ludwig,Intermetallics,High-throughput study of martensitic transformations in the complete Ti–Ni–Cu system,2012.0,24.0,4.0,60.3,Ni60.3Ti39.0Cu0.7 %,39.0,0.7
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,23.0,-67.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,23.0,15.0,37.0,Ni37.0Ti47.0Cu16.0 %,47.0,16.0
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,23.0,2.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. Shiva; I. A. Palani; C. P. Paul; S. K. Mishra and B. Singh,Journal of Materials Processing Technology,Investigations on phase transformation and mechanical characteristics of laser additive manufactured TiNiCu shape memory alloy structures,2016.0,23.0,24.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,22.0,-1.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,22.0,43.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,22.0,12.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,22.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,22.0,16.0,26.0,Ni26.0Ti49.0Cu25.0 %,49.0,25.0
Y.-W. Kim and T.-H. Nam,Scripta Materialia,The effect of the Melt Spun processing parameters on the martensitic transformation in Ti50–Ni35–Cu15 shape memory alloys,2004.0,21.0,-5.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,21.0,14.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,21.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Chang; C. Hu-Simpsono; D. S. Grummon; W. Pratt and R. loloee,Materials ReseVARh Society,Structure and Phase Transformations in Thermoelastic Ni(1−x)TiCux) Thin Films Prepared by D.C. Magnetron Sputtering,1990.0,20.0,-41.0,45.46,Ni45.46Ti49.16Cu5.38 %,49.16,5.38
W. J. Moberly; T. Duerig; J. Proft and R. Sinclair,Materials ReseVARh Society,Two-step martensitic transformations in TiNi (10% Cu) shape memory alloys,1991.0,20.0,34.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. C. Lo; S. K. Wu and H. E. Horng,Acta Metallurgica et Materialia,A study of B2↔B19↔B19′ two-stage martensitic transformation in a Ti50Ni40Cu10 alloy,1993.0,20.0,-53.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
R. Santamarta; J. Pons and E. Cesari,Journal de Physique IV,Thermo-mechanical behaviour of a Ni-Ti-Cu melt spun alloy,2001.0,20.0,34.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
K. Yamazaki; S. Kajiwara; T. Kikuchi; K. Ogawa and S. Miyazaki,Journal de Physique IV ,Super-high strength shape memory thin films,2003.0,20.0,31.0,40.0,Ni40.0Ti54.3Cu5.7 %,54.3,5.7
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,20.0,29.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,20.0,30.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,20.0,42.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,20.0,14.0,37.5,Ni37.5Ti40.0Cu22.5 %,40.0,22.5
R. Zarnetta; P. J. S. Buenconsejo; A. Savan; S. Thienhaus and A. Ludwig,Intermetallics,High-throughput study of martensitic transformations in the complete Ti–Ni–Cu system,2012.0,20.0,20.0,49.5,Ni49.5Ti41.5Cu9.0 %,41.5,9.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,20.0,66.0,40.2,Ni40.2Ti49.8Cu10.0 %,49.8,10.0
F. Gil and J. Planell,Journal of Biomedical Materials ReseVARh Part A,Effect of copper addition on the superelastic behavior of Ni‐Ti shape memory alloys for orthodontic applications,1999.0,19.0,14.0,49.0,Ni49.0Ti45.6Cu5.4 %,45.6,5.4
F. J. Gil and J. A. Planell,Thermochimica Acta,Thermal efficiencies of NiTiCu shape memory alloys,1999.0,19.0,14.0,48.9,Ni48.9Ti45.1Cu6.0 %,45.1,6.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,19.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,19.0,53.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
F. Gil and J. Planell,Journal of Biomedical Materials ReseVARh Part A,Effect of copper addition on the superelastic behavior of Ni‐Ti shape memory alloys for orthodontic applications,1999.0,18.0,14.0,49.9,Ni49.9Ti45.1Cu5.0 %,45.1,5.0
F. Gil and J. Planell,Journal of Biomedical Materials ReseVARh Part A,Effect of copper addition on the superelastic behavior of Ni‐Ti shape memory alloys for orthodontic applications,1999.0,18.0,14.0,49.6,Ni49.6Ti45.0Cu5.4 %,45.0,5.4
F. Gil and J. Planell,Journal of Biomedical Materials ReseVARh Part A,Effect of copper addition on the superelastic behavior of Ni‐Ti shape memory alloys for orthodontic applications,1999.0,18.0,14.0,49.1,Ni49.1Ti45.2Cu5.7 %,45.2,5.7
F. J. Gil and J. A. Planell,Thermochimica Acta,Thermal efficiencies of NiTiCu shape memory alloys,1999.0,18.0,14.0,49.9,Ni49.9Ti45.1Cu5.0 %,45.1,5.0
F. J. Gil and J. A. Planell,Thermochimica Acta,Thermal efficiencies of NiTiCu shape memory alloys,1999.0,18.0,14.0,49.6,Ni49.6Ti45.0Cu5.4 %,45.0,5.4
F. J. Gil and J. A. Planell,Thermochimica Acta,Thermal efficiencies of NiTiCu shape memory alloys,1999.0,18.0,14.0,49.1,Ni49.1Ti45.2Cu5.7 %,45.2,5.7
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Materials Science and Engineering: A,High strength Ti–Ni-based shape memory thin films,1999.0,18.0,32.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Acta Materialia,Internal structures and shape memory properties of sputter-deposited thin films of a Ti–Ni–Cu alloy,2001.0,18.0,44.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
Y.-W. Kim and T.-H. Nam,Scripta Materialia,The effect of the Melt Spun processing parameters on the martensitic transformation in Ti50–Ni35–Cu15 shape memory alloys,2004.0,18.0,7.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,18.0,12.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,18.0,18.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,18.0,14.0,37.0,Ni37.0Ti48.0Cu15.0 %,48.0,15.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,18.0,9.0,44.0,Ni44.0Ti49.0Cu7.0 %,49.0,7.0
S. M. Seyyed Aghamiri; M. Nili Ahmadabadi; H. Shahmir; F. Naghdi and S. Raygan,Journal of the Mechanical Behavior of Biomedical Materials,Study of thermomechanical treatment on mechanical-induced phase transformation of NiTi and TiNiCu wires,2013.0,18.0,-1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,18.0,8.0,36.0,Ni36.0Ti49.0Cu15.0 %,49.0,15.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,17.0,12.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,17.0,23.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,17.0,14.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,17.0,46.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
C. J. Araújo; N. J. Silva; M. M. Silva and C. H. Gonzalez,Materials & Design,A comparative study of Ni–Ti and Ni–Ti–Cu shape memory alloy processed by plasma melting and injection molding,2011.0,17.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,17.0,68.0,39.5,Ni39.5Ti50.5Cu10.0 %,50.5,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,17.0,68.0,39.0,Ni39.0Ti51.0Cu10.0 %,51.0,10.0
V. Tokarev; A. Savvinov and V. Khachin,Fiz. Met. Metalloved.,Shape-Memory Effect During Martensite Transformations in TiNi--TiCu Alloys,1983.0,16.0,15.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
F. Gil and J. Planell,Journal of Biomedical Materials ReseVARh Part A,Effect of copper addition on the superelastic behavior of Ni‐Ti shape memory alloys for orthodontic applications,1999.0,16.0,13.0,49.5,Ni49.5Ti45.0Cu5.5 %,45.0,5.5
F. J. Gil and J. A. Planell,Thermochimica Acta,Thermal efficiencies of NiTiCu shape memory alloys,1999.0,16.0,13.0,49.5,Ni49.5Ti45.0Cu5.5 %,45.0,5.5
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,16.0,26.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,16.0,19.0,40.0,Ni40.0Ti48.5Cu11.5 %,48.5,11.5
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,16.0,45.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,16.0,11.0,38.0,Ni38.0Ti39.0Cu23.0 %,39.0,23.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,16.0,22.0,45.7,Ni45.7Ti49.3Cu5.0 %,49.3,5.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,15.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
