Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
S. Miyazaki; T. Hashinaga and A. Ishida,Thin Solid Films,Martensitic transformations in sputter-deposited Ti−Ni−Cu shape memory alloy thin films,1996.0,10.0,10.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.2,Ni42.2Ti49.8Cu8.0 %,49.8,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.6,Ni41.6Ti50.4Cu8.0 %,50.4,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
K. N. Lin and S. K. Wu,Scripta Materialia,Annealing effect on martensitic transformation of severely cold-rolled Ti50Ni40Cu10 shape memory alloy,2007.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
K. N. Lin and S. K. Wu,Scripta Materialia,Annealing effect on martensitic transformation of severely cold-rolled Ti50Ni40Cu10 shape memory alloy,2007.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,10.0,10.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
D. E. Soto-Parra; H. Flores-Zúñiga; E. L. Cuéllar; R. A. Ochoa-Gamboa and D. Ríos-Jara,Materials ReseVARh,Recrystallization of a Ti-45Ni-5Cu cold-worked shape memory alloy characterized by thermoelectric power and electrical properties,2014.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
D. E. Soto-Parra; H. Flores-Zúñiga; E. L. Cuéllar; R. A. Ochoa-Gamboa and D. Ríos-Jara,Materials ReseVARh,Recrystallization of a Ti-45Ni-5Cu cold-worked shape memory alloy characterized by thermoelectric power and electrical properties,2014.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,10.0,10.0,37.5,Ni37.5Ti50.0Cu12.5 %,50.0,12.5
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,10.0,10.0,40.5,Ni40.5Ti50.5Cu9.0 %,50.5,9.0
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,10.0,10.0,41.3,Ni41.3Ti49.5Cu9.2 %,49.5,9.2
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,41.3,Ni41.3Ti49.5Cu9.2 %,49.5,9.2
P. Krulevitch; P. B. Ramsey; D. M. Makowiecki; A. P. Lee; M. A. Northrup and G. C. Johnson,Thin Solid Films,Mixed-sputter deposition of Ni-Ti-Cu shape memory films,1996.0,2.0,2.0,45.0,Ni45.0Ti48.0Cu7.0 %,48.0,7.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
P. Schlossmacher; H. Rosner; A. Shelyakov and A. M. Glezer,Materials Science Forum,Amorphous-Crystalline Microstructures of Heat-Treated; Melt-Spun Ti~ 5~ 0Ni~ 2~ 5Cu~ 2~ 5 Ribbons,2000.0,10.0,10.0,22.6,Ni22.6Ti53.7Cu23.7 %,53.7,23.7
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,47.0,Ni47.0Ti50.0Cu3.0 %,50.0,3.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,48.3,Ni48.3Ti28.4Cu23.3 %,28.4,23.3
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
D. Konig; M. Ehmann; S. Thienhaus and A. Ludwig,Journal of Microelectromechanical Systems,Micro-to nanostructured devices for the characterization of scaling effects in shape-memory thin films,2010.0,5.0,5.0,32.0,Ni32.0Ti52.0Cu16.0 %,52.0,16.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,42.8,Ni42.8Ti50.2Cu7.0 %,50.2,7.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
Z. Xie; J. Van Humbeeck; Y. Liu and L. Delaey,Scripta Materialia,TEM study of Ti50Ni25Cu25 melt spun ribbons,1997.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Litynska; P. Vermaut; J. Morgiel; J. Dutkiewicz; P. Ochin and R. Portier,Journal de Physique IV,Martensitic transformation and microstructure of rapidly solidified Ti50-xNi25Cu25Zrx shap memory alloys,2001.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
H. Rösner; P. Schloßmacher; A. Shelyakov and A. Glezer,Acta Materialia,The influence of coherent TiCu plate-like precipitates on the thermoelastic martensitic transformation in Melt Spun Ti 50 Ni 25 Cu 25 shape memory alloys,2001.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,1.0,1.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,39.9,Ni39.9Ti48.5Cu11.6 %,48.5,11.6
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,15.3,Ni15.299999999999997Ti51.5Cu33.2 %,51.5,33.2
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,10.0,10.0,41.3,Ni41.3Ti49.5Cu9.2 %,49.5,9.2
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.2,Ni42.2Ti49.8Cu8.0 %,49.8,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.4,Ni41.4Ti50.6Cu8.0 %,50.6,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. Bhaumik; C. Saikrishna; K. Ramaiah and M. Venkataswamy,Key Engineering Materials,Understanding the fatigue behaviour of NiTiCu shape memory alloy wire thermal actuators,2008.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,3.0,3.0,45.0,Ni45.0Ti38.0Cu17.0 %,38.0,17.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,10.0,10.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
S. Miyazaki; T. Hashinaga and A. Ishida,Thin Solid Films,Martensitic transformations in sputter-deposited Ti−Ni−Cu shape memory alloy thin films,1996.0,10.0,10.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.0,Ni41.0Ti51.0Cu8.0 %,51.0,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,43.0,Ni43.0Ti50.0Cu7.0 %,50.0,7.0
H. Rösner; P. Schloßmacher; A. Shelyakov and A. Glezer,Acta Materialia,The influence of coherent TiCu plate-like precipitates on the thermoelastic martensitic transformation in Melt Spun Ti 50 Ni 25 Cu 25 shape memory alloys,2001.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Biscarini; B. Coluzzi; G. Mazzolai; A. Tuissi and F. Mazzolai,Journal of Alloys and Compounds,Extraordinary high damping of hydrogen-doped NiTi and NiTiCu shape memory alloys,2003.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,1.0,1.0,44.0,Ni44.0Ti50.0Cu6.0 %,50.0,6.0
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,39.9,Ni39.9Ti48.5Cu11.6 %,48.5,11.6
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,33.2,Ni33.2Ti55.0Cu11.8 %,55.0,11.8
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,45.3,Ni45.3Ti49.7Cu5.0 %,49.7,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
P. Krulevitch; P. B. Ramsey; D. M. Makowiecki; A. P. Lee; M. A. Northrup and G. C. Johnson,Thin Solid Films,Mixed-sputter deposition of Ni-Ti-Cu shape memory films,1996.0,2.0,2.0,46.0,Ni46.0Ti47.0Cu7.0 %,47.0,7.0
P. Krulevitch; P. B. Ramsey; D. M. Makowiecki; A. P. Lee; M. A. Northrup and G. C. Johnson,Thin Solid Films,Mixed-sputter deposition of Ni-Ti-Cu shape memory films,1996.0,2.0,2.0,43.0,Ni43.0Ti50.0Cu7.0 %,50.0,7.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.2,Ni42.2Ti49.8Cu8.0 %,49.8,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
K. N. Lin and S. K. Wu,Scripta Materialia,Annealing effect on martensitic transformation of severely cold-rolled Ti50Ni40Cu10 shape memory alloy,2007.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
S.-w. Kang; Y.-h. Lee; Y.-m. Lim; J.-m. Nam; T.-h. Nam and Y.-w. Kim,Scripta Materialia,Relationship between grain size and martensitic transformation start temperature in a Ti–30Ni–20Cu alloy ribbon,2008.0,10.2,10.2,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,5.0,5.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,5.0,5.0,41.8,Ni41.8Ti52.1Cu6.1 %,52.1,6.1
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,10.0,10.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,10.0,10.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,1.5,1.5,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,44.2,Ni44.2Ti49.7Cu6.1 %,49.7,6.1
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,42.5,Ni42.5Ti49.9Cu7.6 %,49.9,7.6
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. H. Kang; S. G. Hur; H. W. Lee and T. H. Nam,Metals and Materials,Microstructures and transformation behavior of Ti-Ni-Cu shape memory alloy powders fabricated by ball milling method,2000.0,20.0,20.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,1.0,1.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
